,-%20Bayonet%20-%20Blue%20Steel%20(Minimal%20Wear),AWP%20-%20Redline%20(Minimal%20Wear),Sticker%20-%20Team%20LDLC.com%20-%20DreamHack%202014,Souvenir%20Galil%20AR%20-%20Cerberus%20(Battle-Scarred),Sticker%20-%20DickStacy%20-%20Berlin%202019,Souvenir%20MAC-10%20-%20Amber%20Fade%20(Field-Tested),Desert%20Eagle%20-%20Kumicho%20Dragon%20(Field-Tested),Sticker%20-%20Astralis%20(Holo)%20-%20MLG%20Columbus%202016,XM1014%20-%20Tranquility%20(Minimal%20Wear),M4A1-S%20-%20Nightmare%20(Field-Tested),Tec-9%20-%20Toxic%20(Minimal%20Wear),P2000%20-%20Imperial%20Dragon%20(Minimal%20Wear),Souvenir%20SSG%2008%20-%20Tropical%20Storm%20(Minimal%20Wear),StatTrak-%20M4A4%20-%20Griffin%20(Field-Tested),StatTrak-%20AK-47%20-%20Elite%20Build%20(Field-Tested),"Music%20Kit%20-%20Skog,%20Metal",StatTrak-%20MAC-10%20-%20Sakkaku%20(Field-Tested),Galil%20AR%20-%20Kami%20(Minimal%20Wear),Chroma%202%20Case,Gamma%202%20Case,Gamma%20Case,Chroma%203%20Case,Revolver%20Case,Spectrum%202%20Case,P250%20-%20Supernova%20(Factory%20New),Sticker%20-%20k0nfig%20(Gold)%20-%20Paris%202023,Souvenir%20MAC-10%20-%20Indigo%20(Field-Tested),Sticker%20-%20Team%20Spirit%20(Holo)%20-%20Copenhagen%202024,StatTrak-%20SSG%2008%20-%20Necropos%20(Minimal%20Wear),Sticker%20-%20device%20(Holo)%20-%20Stockholm%202021,Sticker%20-%20Fluxo%20(Gold)%20-%20Paris%202023,AUG%20-%20Aristocrat%20(Minimal%20Wear),Sticker%20-%20device%20-%20Katowice%202019,Horizon%20Case,USP-S%20-%20Cyrex%20(Field-Tested),CZ75-Auto%20-%20Tacticat%20(Minimal%20Wear),Sticker%20-%20EliGE%20-%20Katowice%202019,MP9%20-%20Capillary%20(Factory%20New),PP-Bizon%20-%20Fuel%20Rod%20(Field-Tested),Prisma%202%20Case,SG%20553%20-%20Phantom%20(Minimal%20Wear),P250%20-%20Valence%20(Factory%20New),StatTrak-%20MAG-7%20-%20Cobalt%20Core%20(Field-Tested),MP7%20-%20Anodized%20Navy%20(Factory%20New),MAG-7%20-%20Heaven%20Guard%20(Minimal%20Wear),Dual%20Berettas%20-%20Dualing%20Dragons%20(Minimal%20Wear),Sticker%20-%20ENCE%20-%20Katowice%202019,UMP-45%20-%20Riot%20(Field-Tested),Sticker%20-%20Xyp9x%20-%20Katowice%202019,Revolution%20Case,USP-S%20-%20Night%20Ops%20(Minimal%20Wear),Clutch%20Case,Souvenir%20Glock-18%20-%20Night%20(Field-Tested),Souvenir%20PP-Bizon%20-%20Urban%20Dashed%20(Battle-Scarred),Souvenir%20PP-Bizon%20-%20Urban%20Dashed%20(Field-Tested),Sticker%20-%20The%20MongolZ%20(Holo)%20-%20Paris%202023,P90%20-%20Elite%20Build%20(Well-Worn),Recoil%20Case,Glock-18%20-%20High%20Beam%20(Factory%20New),Nova%20-%20Caged%20Steel%20(Factory%20New),MP7%20-%20Urban%20Hazard%20(Field-Tested),Sealed%20Graffiti%20-%20Heart%20(Princess%20Pink),Negev%20-%20Bulkhead%20(Factory%20New),Sticker%20-%20s1mple%20-%20Paris%202023,M249%20-%20Gator%20Mesh%20(Factory%20New),G3SG1%20-%20Green%20Apple%20(Minimal%20Wear),AK-47%20-%20Safari%20Mesh%20(Field-Tested),Sticker%20-%20Monte%20(Glitter)%20-%20Paris%202023,AUG%20-%20Condemned%20(Minimal%20Wear),M249%20-%20Gator%20Mesh%20(Minimal%20Wear),AUG%20-%20Triqua%20(Well-Worn),Sticker%20-%20ZywOo%20(Glitter)%20-%20Paris%202023,Souvenir%20MAC-10%20-%20Urban%20DDPAT%20(Field-Tested),Souvenir%20XM1014%20-%20Urban%20Perforated%20(Field-Tested),Sticker%20-%20Fluxo%20(Glitter)%20-%20Paris%202023,Galil%20AR%20-%20Destroyer%20(Battle-Scarred),Sealed%20Graffiti%20-%20Heart%20(Desert%20Amber),Sticker%20-%20Complexity%20Gaming%20(Glitter)%20-%20Paris%202023,Galil%20AR%20-%20Cold%20Fusion%20(Field-Tested),Sawed-Off%20-%20Snake%20Camo%20(Well-Worn),FAMAS%20-%20Cyanospatter%20(Field-Tested),Five-SeveN%20-%20Coolant%20(Factory%20New),G3SG1%20-%20Polar%20Camo%20(Field-Tested),Five-SeveN%20-%20Forest%20Night%20(Field-Tested),Sticker%20-%20Natus%20Vincere%20-%20Paris%202023,Sealed%20Graffiti%20-%20GLHF%20(Monster%20Purple),Sealed%20Graffiti%20-%20Mr.%20Teeth%20(Blood%20Red),UMP-45%20-%20Urban%20DDPAT%20(Minimal%20Wear),Sticker%20-%20electronic%20(Glitter)%20-%20Paris%202023,Five-SeveN%20-%20Forest%20Night%20(Minimal%20Wear),Sealed%20Graffiti%20-%20QQ%20(Bazooka%20Pink),Sealed%20Graffiti%20-%20Piggles%20(Dust%20Brown),Sealed%20Graffiti%20-%208-Ball%20(Dust%20Brown),Sealed%20Graffiti%20-%20King%20Me%20(Bazooka%20Pink),Sealed%20Graffiti%20-%208-Ball%20(Battle%20Green),Sealed%20Graffiti%20-%20Quickdraw%20(Bazooka%20Pink),Souvenir%20UMP-45%20-%20Scorched%20(Well-Worn),Sealed%20Graffiti%20-%20Cocky%20(Monarch%20Blue),Sealed%20Graffiti%20-%20Cocky%20(Tiger%20Orange),Sealed%20Graffiti%20-%20GLHF%20(Blood%20Red),Sealed%20Graffiti%20-%20Mr.%20Teeth%20(Princess%20Pink),Sealed%20Graffiti%20-%20Sheriff%20(Tracer%20Yellow),Sealed%20Graffiti%20-%20Ninja%20(Violent%20Violet),Sealed%20Graffiti%20-%208-Ball%20(War%20Pig%20Pink),Sealed%20Graffiti%20-%20Loser%20(War%20Pig%20Pink),MAG-7%20-%20Rust%20Coat%20(Field-Tested),Nova%20-%20Sand%20Dune%20(Field-Tested),SG%20553%20-%20Waves%20Perforated%20(Minimal%20Wear),MP5-SD%20-%20Dirt%20Drop%20(Battle-Scarred),FAMAS%20-%20Colony%20(Well-Worn),Sawed-Off%20-%20Forest%20DDPAT%20(Field-Tested),AUG%20-%20Contractor%20(Minimal%20Wear),Souvenir%20P250%20-%20Drought%20(Field-Tested),Sticker%20-%20nexa%20-%20Copenhagen%202024,XM1014%20-%20Blue%20Spruce%20(Minimal%20Wear),MP9%20-%20Sand%20Dashed%20(Field-Tested),Tec-9%20-%20Army%20Mesh%20(Field-Tested),Sticker%20-%20blameF%20-%20Antwerp%202022,Sticker%20-%20OG%20(Glitter)%20-%20Paris%202023,Sticker%20-%20JT%20-%20Paris%202023,Sticker%20-%20DemQQ%20-%20Paris%202023,Sticker%20-%20Complexity%20Gaming%20-%20Paris%202023,Sealed%20Graffiti%20-%20Mr.%20Teeth%20(Jungle%20Green),Sticker%20-%20Team%20Liquid%20-%20Paris%202023,Sticker%20-%20Grayhound%20Gaming%20-%20Paris%202023,Sticker%20-%209INE%20-%20Paris%202023,Sticker%20-%20paiN%20Gaming%20-%20Paris%202023,Sticker%20-%20ENCE%20-%20Paris%202023,Sticker%20-%20MOUZ%20-%20Paris%202023,Sticker%20-%20FaZe%20Clan%20-%20Paris%202023,Sticker%20-%20FURIA%20-%20Paris%202023,Sticker%20-%20Keoz%20-%20Paris%202023,Sticker%20-%20BLAST.tv%20(Glitter)%20-%20Paris%202023,Sealed%20Graffiti%20-%20Chess%20King%20(Wire%20Blue),AUG%20-%20Sweeper%20(Field-Tested),Sealed%20Graffiti%20-%20Eco%20(Cash%20Green),Sealed%20Graffiti%20-%20Eco%20(Princess%20Pink),Sealed%20Graffiti%20-%208-Ball%20(Bazooka%20Pink),P250%20-%20Facility%20Draft%20(Field-Tested),Sealed%20Graffiti%20-%20Jump%20Shot%20(Dust%20Brown),Sealed%20Graffiti%20-%20Speechless%20(Tiger%20Orange),Sealed%20Graffiti%20-%20Popdog%20(Dust%20Brown),Sealed%20Graffiti%20-%20Tilt%20(Battle%20Green),Sealed%20Graffiti%20-%20Lambda%20(Battle%20Green),Sealed%20Graffiti%20-%20GGWP%20(Tiger%20Orange),Sealed%20Graffiti%20-%20Eye%20Spy%20(Dust%20Brown),Sealed%20Graffiti%20-%20Karambit%20(Princess%20Pink),Sealed%20Graffiti%20-%20Popdog%20(Jungle%20Green),Sealed%20Graffiti%20-%20Keep%20the%20Change%20(Cash%20Green),Sealed%20Graffiti%20-%20Jump%20Shot%20(Desert%20Amber),Sealed%20Graffiti%20-%20Chess%20King%20(Battle%20Green),Sealed%20Graffiti%20-%20X-Knives%20(Tracer%20Yellow),Sealed%20Graffiti%20-%20Jump%20Shot%20(Blood%20Red),Sealed%20Graffiti%20-%20Death%20Sentence%20(Monarch%20Blue),Sealed%20Graffiti%20-%20Popdog%20(Violent%20Violet),Sealed%20Graffiti%20-%20Still%20Happy%20(Frog%20Green),Sealed%20Graffiti%20-%20Tilt%20(Frog%20Green),Sealed%20Graffiti%20-%20Backstab%20(Princess%20Pink)
2024-03-21,375.303,59.012,31.806,20.229,14.745,12.154,12.54,10.099,8.01,8.645,5.043,3.209,3.067,3.656,3.237,1.795,2.786,1.864,1.724,1.694,1.732,1.567,1.327,1.337,1.272,0.885,1.095,7.115,0.886,1.441,1.707,0.724,0.849,0.613,0.804,0.641,0.32,0.355,0.52,0.503,0.58,0.759,0.318,0.423,0.281,0.3,0.348,0.163,0.249,0.309,0.262,0.354,0.277,0.792,0.196,0.374,0.131,0.139,0.099,0.112,0.07,0.056,0.075,0.059,0.076,0.066,0.054,0.163,0.055,0.05,0.046,0.109,0.046,0.033,0.052,0.04,0.03,0.062,0.03,0.117,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.039,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
2024-03-22,375.303,55.453,31.82,15.38,15.214,11.662,12.732,10.099,7.692,8.987,5.148,3.466,3.698,3.658,3.352,1.853,2.833,1.94,1.771,1.731,1.775,1.621,1.383,1.388,1.309,0.927,2.219,9.985,0.942,1.467,1.623,0.751,0.888,0.644,0.815,0.633,0.318,0.355,0.545,0.535,0.582,0.592,0.326,0.424,0.271,0.313,0.33,0.159,0.229,0.333,0.265,0.361,0.281,0.189,0.149,0.377,0.148,0.143,0.099,0.107,0.073,0.056,0.078,0.066,0.076,0.067,0.056,0.165,0.055,0.05,0.052,0.092,0.04,0.03,0.054,0.042,0.03,0.063,0.03,0.032,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1.254,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
2024-03-23,352.557,56.535,31.65,15.38,14.0,11.662,13.166,10.099,7.75,8.93,5.22,3.491,3.698,3.649,3.356,1.769,2.867,1.962,1.799,1.735,1.793,1.613,1.387,1.407,1.156,0.857,1.019,10.215,1.003,1.46,1.682,0.737,0.979,0.656,0.802,0.642,0.322,0.344,0.54,0.542,0.591,0.641,0.32,0.414,0.276,0.319,0.339,0.164,0.243,0.335,0.258,0.367,0.315,0.189,0.191,0.341,0.138,0.145,0.1,0.107,0.073,0.059,0.081,0.067,0.076,0.068,0.055,0.16,0.057,0.049,0.049,0.09,0.046,0.03,0.049,0.041,0.03,0.061,0.03,0.031,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
2024-03-24,368.724,55.948,27.488,20.272,15.065,11.774,12.979,11.552,7.455,8.872,5.41,3.657,3.649,3.658,3.432,1.864,2.867,2.103,1.796,1.743,1.759,1.661,1.378,1.413,1.248,0.936,1.631,7.785,0.937,1.421,1.664,0.746,0.943,0.639,0.819,0.653,0.334,0.355,0.544,0.537,0.59,0.583,0.314,0.412,0.274,0.308,0.353,0.164,0.229,0.336,0.258,0.37,0.447,0.213,0.261,0.326,0.132,0.146,0.1,0.109,0.181,0.057,0.077,0.068,0.078,0.072,0.056,0.158,0.054,0.05,0.048,0.095,0.051,0.03,0.055,0.04,0.03,0.062,0.03,0.033,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
2024-03-25,368.724,55.354,30.825,20.272,15.287,14.066,12.796,11.127,8.662,8.875,5.178,3.717,3.649,3.546,3.549,1.816,2.833,1.981,1.832,1.751,1.787,1.66,1.372,1.423,1.184,0.927,2.775,6.681,0.964,1.448,1.696,0.734,0.958,0.621,0.816,0.643,0.3,0.364,0.544,0.543,0.568,0.669,0.315,0.411,0.279,0.311,0.38,0.161,0.238,0.341,0.256,0.378,0.283,0.213,0.158,0.327,0.138,0.149,0.101,0.108,0.069,0.06,0.076,0.062,0.074,0.074,0.055,0.161,0.055,0.048,0.047,0.098,0.055,0.031,0.058,0.04,0.03,0.061,0.03,0.032,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
2024-03-26,375.072,55.16,30.825,19.947,16.722,12.469,12.958,13.323,8.054,8.872,5.188,3.746,3.405,3.471,3.495,1.811,2.846,1.994,1.83,1.76,1.797,1.666,1.37,1.447,1.192,0.847,0.942,7.225,0.97,1.483,1.715,0.785,0.974,0.644,0.823,0.649,0.306,0.371,0.541,0.545,0.59,0.597,0.324,0.415,0.284,0.314,0.379,0.166,0.281,0.342,0.26,0.384,0.287,0.243,0.153,0.346,0.146,0.15,0.102,0.116,0.074,0.058,0.077,0.066,0.075,0.075,0.056,0.164,0.053,0.051,0.046,0.102,0.049,0.03,0.05,0.039,0.03,0.062,0.03,0.032,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.046,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
2024-03-27,375.072,56.408,30.825,19.947,16.384,12.405,13.225,13.323,7.989,8.782,5.009,3.856,3.405,3.481,3.536,1.901,2.797,2.176,1.892,1.802,1.82,1.672,1.4,1.435,1.15,1.017,3.795,7.886,0.959,1.468,1.706,0.783,0.974,0.65,0.836,0.644,0.331,0.387,0.54,0.546,0.627,0.586,0.332,0.42,0.283,0.315,0.369,0.167,0.277,0.319,0.257,0.38,0.322,0.242,0.151,0.346,0.151,0.142,0.101,0.115,0.072,0.056,0.077,0.063,0.076,0.075,0.054,0.161,0.052,0.049,0.047,0.096,0.048,0.03,0.051,0.042,0.03,0.06,0.03,0.031,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
2024-03-28,358.753,60.646,30.825,19.947,16.399,12.76,13.375,16.866,7.931,8.983,5.275,3.872,9.6,3.642,3.569,1.934,2.746,2.043,1.936,1.807,1.886,1.712,1.399,1.457,1.184,1.017,1.163,7.023,0.959,1.486,1.803,0.785,0.933,0.666,0.832,0.644,0.315,0.412,0.53,0.553,0.597,0.582,0.347,0.418,0.281,0.311,0.363,0.162,0.245,0.324,0.256,0.387,0.289,0.242,0.136,0.346,0.159,0.146,0.101,0.118,0.074,0.057,0.078,0.06,0.08,0.077,0.056,0.16,0.054,0.051,0.043,0.099,0.044,0.03,0.055,0.044,0.03,0.065,0.03,0.032,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
2024-03-29,358.753,58.447,30.825,19.947,17.042,12.526,13.654,16.866,7.884,9.026,5.632,3.875,3.676,3.422,3.495,2.11,2.81,2.02,1.971,1.891,1.936,1.71,1.418,1.483,1.209,1.017,1.139,3.394,0.924,1.466,1.79,0.806,0.914,0.641,0.847,0.645,0.293,0.431,0.529,0.564,0.609,0.589,0.346,0.423,0.284,0.304,0.349,0.172,0.259,0.333,0.262,0.395,0.294,0.187,0.132,0.34,0.158,0.149,0.101,0.119,0.074,0.057,0.079,0.061,0.08,0.074,0.054,0.166,0.05,0.049,0.046,0.097,0.046,0.03,0.052,0.042,0.03,0.062,0.03,0.033,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
2024-03-30,358.753,61.041,33.052,19.947,17.929,13.143,13.695,16.744,7.905,9.222,5.82,3.894,3.676,3.475,3.611,2.028,2.85,1.994,1.985,1.906,1.97,1.74,1.453,1.488,1.241,0.934,1.307,2.797,0.97,1.415,1.769,0.822,0.962,0.656,0.856,0.638,0.288,0.413,0.624,0.576,0.612,0.563,0.323,0.421,0.288,0.311,0.343,0.163,0.185,0.336,0.264,0.394,0.322,0.142,0.132,0.339,0.163,0.151,0.101,0.116,0.073,0.055,0.078,0.062,0.08,0.076,0.055,0.161,0.05,0.05,0.045,0.097,0.048,0.032,0.052,0.04,0.03,0.061,0.03,0.032,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
